book_id,authors,title,genre_id,description,price,price_tag,publisher,average_rating,work_ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,modified_date,deleted_date,status
7574,J.D. Robb,"Seduction in Death (In Death, #13)",vh,Nah,49410,61000,,4,20374,41,243,2812,7645,9633,https://images.gr-assets.com/books/1305123885m/238127.jpg,12/16/2021 19:29,NULL,1
7575,James M. Cain,Double Indemnity,xh,Nah,47560,58000,,4,14770,111,443,2593,6014,5609,https://images.gr-assets.com/books/1404786837m/56616.jpg,12/16/2021 19:29,NULL,1
7576,Sherrilyn Kenyon,"Upon the Midnight Clear (Dark-Hunter #12, Dream-Hunter #2)",vh,Nah,70980,78000,,4,22861,315,1422,5219,6938,8967,https://images.gr-assets.com/books/1437691219m/490403.jpg,12/16/2021 19:29,NULL,1
7577,Garr Reynolds,Presentation Zen: Simple Ideas on Presentation Design and Delivery,gd,Nah,44650,47000,,4,11459,200,519,2138,3898,4704,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7578,R.A. Salvatore,"Sea of Swords (Forgotten Realms: Paths of Darkness, #4; Legend of Drizzt, #13)",gd,Nah,38130,41000,,4,13085,82,551,2774,4684,4994,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7579,Philip Roth,"Goodbye, Columbus and Five Short Stories",kn,Nah,27200,32000,,4,12882,137,641,3338,5467,3299,https://images.gr-assets.com/books/1408068287m/29744.jpg,12/16/2021 19:29,NULL,1
7580,"Tom Sniegoski, Jeff Smith, Thomas E. Sniegoski, Steve Hamaker","Bone: Quest for the Spark, Vol. 1",tn,Nah,64000,80000,,4,11444,184,415,1582,2498,6765,https://images.gr-assets.com/books/1328839457m/9366879.jpg,12/16/2021 19:29,NULL,1
7581,Josh Kaufman,The Personal MBA: Master the Art of Business,tn,Nah,53460,66000,,4,13576,275,687,2658,4613,5343,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7582,Dorothea Benton Frank,The Last Original Wife,kn,Nah,48450,57000,,4,13478,312,1157,4078,5067,2864,https://images.gr-assets.com/books/1365988672m/16248139.jpg,12/16/2021 19:29,NULL,1
7583,Sherrilyn Kenyon,"No Mercy (Dark-Hunter #18, Were-Hunter, #5)",xh,Nah,52510,59000,,4,21357,76,530,3139,7209,10403,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7584,Scott  Hawkins,The Library at Mount Char,kd,Nah,90240,96000,,4,15908,360,653,2539,6250,6106,https://images.gr-assets.com/books/1416181258m/23363928.jpg,12/16/2021 19:29,NULL,1
7585,Chris d'Lacey,"Fire Star (The Last Dragon Chronicles, #3)",xh,Nah,56730,61000,,4,14228,388,1018,3320,4206,5296,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7586,James A. Michener,Texas,xh,Nah,51240,61000,,4,14155,138,497,3002,5244,5274,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7587,Joel Osteen,Your Best Life Now: 7 Steps to Living at Your Full Potential,kn,Nah,84550,89000,,4,10894,570,580,1895,3086,4763,https://images.gr-assets.com/books/1344265872m/95707.jpg,12/16/2021 19:29,NULL,1
7588,Jennifer L. Holm,Turtle in Paradise,kn,Nah,76140,94000,,4,15179,298,803,3534,5590,4954,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7589,Lois McMaster Bujold,"The Vor Game (Vorkosigan Saga, #6)",gd,Nah,30260,34000,,4,16597,52,227,2200,6713,7405,https://images.gr-assets.com/books/1322571824m/68483.jpg,12/16/2021 19:29,NULL,1
7590,"Mary Beth Chapman, Steven Curtis Chapman",Choosing to SEE,xh,Nah,60970,67000,,4,12225,144,323,1602,3827,6329,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7591,Lauren Beukes,Broken Monsters,gd,Nah,56700,63000,,4,13695,444,1323,4128,5355,2445,https://images.gr-assets.com/books/1394562848m/20706269.jpg,12/16/2021 19:29,NULL,1
7592,"Sylvia Plath, Karen V. Kukil",The Unabridged Journals of Sylvia Plath,vh,Nah,69720,84000,,4,14219,97,333,1972,4763,7054,https://images.gr-assets.com/books/1473939372m/11623.jpg,12/16/2021 19:29,NULL,1
7593,David Foster Wallace,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",xh,Nah,50020,61000,,5,14858,73,237,1170,3675,9703,https://images.gr-assets.com/books/1344270056m/5986375.jpg,12/16/2021 19:29,NULL,1
7594,Richard Feynman,QED: The Strange Theory of Light and Matter,xh,Nah,75200,94000,,4,11480,150,321,1721,3835,5453,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7595,"Lili St. Crow, Lilith Saintcrow","Defiance (Strange Angels, #4)",xh,Nah,41860,46000,,4,18781,258,720,3156,5731,8916,https://images.gr-assets.com/books/1282840844m/8835897.jpg,12/16/2021 19:29,NULL,1
7596,Kelley Armstrong,"Haunted (Women of the Otherworld, #5)",tn,Nah,53680,61000,,4,21751,124,696,4591,8259,8081,https://images.gr-assets.com/books/1432874286m/11919.jpg,12/16/2021 19:29,NULL,1
7597,Jill Conner Browne,The Sweet Potato Queens' Book of Love,kn,Nah,56100,66000,,4,13614,526,1259,3811,4263,3755,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7598,Tamora Pierce,"Mastiff (Beka Cooper, #3)",kn,Nah,39480,47000,,4,20774,240,703,3057,6547,10227,https://images.gr-assets.com/books/1302921347m/2964700.jpg,12/16/2021 19:29,NULL,1
7599,Debra Dean,The Madonnas of Leningrad,xh,Nah,67150,79000,,4,13964,189,935,3994,5692,3154,https://images.gr-assets.com/books/1479681269m/179264.jpg,12/16/2021 19:29,NULL,1
7600,Laurell K. Hamilton,"Divine Misdemeanors (Merry Gentry, #8)",kd,Nah,78850,83000,,4,21387,396,1259,4386,6456,8890,https://images.gr-assets.com/books/1327878336m/6098691.jpg,12/16/2021 19:29,NULL,1
7601,Chelsea Cain,"Sweetheart (Archie Sheridan & Gretchen Lowell, #2)",vh,Nah,72000,80000,,4,15495,162,542,3054,6305,5432,https://images.gr-assets.com/books/1311994924m/2983654.jpg,12/16/2021 19:29,NULL,1
7602,José Saramago,Caim,tn,Nah,45390,51000,,4,12541,196,725,2957,5059,3604,https://images.gr-assets.com/books/1408538386m/7011225.jpg,12/16/2021 19:29,NULL,1
7603,William Gibson,"All Tomorrow's Parties (Bridge, #3)",vh,Nah,52440,57000,,4,12890,56,556,3540,5425,3313,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7604,Hannu Rajaniemi,"The Quantum Thief (Jean le Flambeur, #1)",kd,Nah,24900,30000,,4,14446,422,974,3208,5824,4018,https://images.gr-assets.com/books/1327950631m/7562764.jpg,12/16/2021 19:29,NULL,1
7605,John Sandford,"Shock Wave (Virgil Flowers, #5)",xh,Nah,82770,93000,,4,14834,61,231,2297,6499,5746,https://images.gr-assets.com/books/1292472145m/9925913.jpg,12/16/2021 19:29,NULL,1
7606,Ludwig Wittgenstein,Tractatus Logico-Philosophicus,tn,Nah,54560,62000,,4,12182,297,699,2188,3813,5185,https://images.gr-assets.com/books/1396830687m/12075.jpg,12/16/2021 19:29,NULL,1
7607,Agatha Christie,"Lord Edgware Dies (Hercule Poirot, #9)",tn,Nah,66430,73000,,4,18696,78,650,5427,7864,4677,https://images.gr-assets.com/books/1375949065m/215492.jpg,12/16/2021 19:29,NULL,1
7608,"Jeph Loeb, Jim Lee, Scott Williams","Batman: Hush, Vol. 2",gd,Nah,76000,80000,,4,12500,126,426,1856,3902,6190,https://images.gr-assets.com/books/1460914478m/107021.jpg,12/16/2021 19:29,NULL,1
7609,Spencer Quinn,Dog on It (A Chet and Bernie Mystery #1),xh,Nah,73800,82000,,4,15539,202,809,4023,6540,3965,https://images.gr-assets.com/books/1342376684m/5600151.jpg,12/16/2021 19:29,NULL,1
7610,Mary Kay Andrews,Spring Fever,xh,Nah,61920,72000,,4,15456,162,623,3846,6493,4332,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7611,Dr. Seuss,And to Think That I Saw it on Mulberry Street,tn,Nah,68060,82000,,4,19213,251,1069,4766,5675,7452,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7612,Doris Kearns Goodwin,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",tn,Nah,88270,97000,,4,12008,220,342,1699,4775,4972,https://images.gr-assets.com/books/1386557352m/17334495.jpg,12/16/2021 19:29,NULL,1
7613,Brandon Mull,"Chasing the Prophecy (Beyonders, #3)",xh,Nah,64860,69000,,4,13529,160,289,1521,4259,7300,https://images.gr-assets.com/books/1356328161m/15801381.jpg,12/16/2021 19:29,NULL,1
7614,David Weber,"The Short Victorious War (Honor Harrington, #3)",vh,Nah,80910,93000,,4,16376,76,305,2836,6814,6345,https://images.gr-assets.com/books/1321561719m/77736.jpg,12/16/2021 19:29,NULL,1
7615,Caroline Knapp,Drinking: A Love Story,kn,Nah,81900,91000,,4,13121,165,596,2606,4958,4796,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7616,Jules Verne,"Five Weeks in a Balloon (Extraordinary Voyages, #1)",xh,Nah,71440,76000,,4,14905,325,1122,4535,5061,3862,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7617,"P.C. Cast, Kristin Cast","Dragon's Oath (House of Night Novellas, #1)",xh,Nah,68530,77000,,4,17807,296,935,3849,5099,7628,https://images.gr-assets.com/books/1359740283m/10324808.jpg,12/16/2021 19:29,NULL,1
7618,Kalayna Price,"Grave Witch (Alex Craft, #1)",vh,Nah,46980,58000,,4,23725,368,999,5174,9816,7368,https://images.gr-assets.com/books/1327440625m/7823038.jpg,12/16/2021 19:29,NULL,1
7619,Agatha Christie,"Sleeping Murder (Miss Marple, #13)",xh,Nah,90090,99000,,4,19388,102,769,5288,7800,5429,https://images.gr-assets.com/books/1308808135m/16300.jpg,12/16/2021 19:29,NULL,1
7620,"Edith Wharton, Mary Gordon",Ethan Frome and Other Short Fiction,xh,Nah,71340,82000,,4,14319,947,1410,3537,4178,4247,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7621,Sarah J. Maas,"The Assassin and the Desert (Throne of Glass, #0.3)",kd,Nah,67230,83000,,4,19932,103,325,2271,6067,11166,https://images.gr-assets.com/books/1335783827m/13419891.jpg,12/16/2021 19:29,NULL,1
7622,"Friedrich Nietzsche, Walter Kaufmann, R.J. Hollingdale",On the Genealogy of Morals/Ecce Homo,vh,Nah,56800,71000,,4,11940,168,437,2130,4067,5138,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7623,Steven Callahan,Adrift: Seventy-Six Days Lost at Sea,vh,Nah,60800,76000,,4,11553,144,378,2157,4449,4425,https://images.gr-assets.com/books/1356596323m/121410.jpg,12/16/2021 19:29,NULL,1
7624,Judith McNaught,"Once and Always (Sequels, #1)",xh,Nah,62040,66000,,4,19618,219,599,3046,6650,9104,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7625,James Rollins,"Bloodline (Sigma Force, #8)",kd,Nah,62640,72000,,4,15198,84,275,2174,6121,6544,https://images.gr-assets.com/books/1348523971m/13148921.jpg,12/16/2021 19:29,NULL,1
7626,Lisi Harrison,"Best Friends for Never (The Clique, #2)",kn,Nah,57330,63000,,4,15578,519,1604,4324,4228,4903,https://images.gr-assets.com/books/1344263568m/95658.jpg,12/16/2021 19:29,NULL,1
7627,Bernard Cornwell,"Death of Kings (The Saxon Stories, #6)",gd,Nah,57270,69000,,4,13999,36,150,1768,5979,6066,https://images.gr-assets.com/books/1327963375m/11734251.jpg,12/16/2021 19:29,NULL,1
7628,"Howard Schultz, Joanne Gordon",Onward: How Starbucks Fought for Its Life without Losing Its Soul,gd,Nah,53010,57000,,4,12140,316,889,3236,4341,3358,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7629,Laurence Rees,Auschwitz,tn,Nah,44500,50000,,4,11608,252,316,1528,3841,5671,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7630,Slavomir Rawicz,The Long Walk: The True Story of a Trek to Freedom,kn,Nah,43120,49000,,4,11990,118,357,1876,4543,5096,https://images.gr-assets.com/books/1417980460m/9013.jpg,12/16/2021 19:29,NULL,1
7631,Nora Roberts,Three Fates,kd,Nah,62040,66000,,4,18071,167,745,4166,6232,6761,https://images.gr-assets.com/books/1309201516m/682153.jpg,12/16/2021 19:29,NULL,1
7632,Alexandra Bracken,"Passenger (Passenger, #1)",vh,Nah,78120,84000,,4,24910,765,1786,5420,9610,7329,https://images.gr-assets.com/books/1446749751m/20983362.jpg,12/16/2021 19:29,NULL,1
7633,"J.D. Robb, Susan Ericksen","Born in Death (In Death, #23)",kn,Nah,47170,53000,,4,19972,61,271,2688,6938,10014,https://images.gr-assets.com/books/1298297096m/102857.jpg,12/16/2021 19:29,NULL,1
7634,Chris Bohjalian,"Close Your Eyes, Hold Hands",xh,Nah,45240,52000,,4,13725,360,1372,4302,5187,2504,https://images.gr-assets.com/books/1392355248m/18666006.jpg,12/16/2021 19:29,NULL,1
7635,Agatha Christie,"A Pocket Full of Rye (Miss Marple, #7)",kd,Nah,62480,71000,,4,19949,88,751,6293,8096,4721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7636,"Durjoy Datta, Maanvi Ahuja",Of Course I Love You...! Till I Find Someone Better...,gd,Nah,25500,30000,,3,9661,1059,1663,2910,2203,1826,https://images.gr-assets.com/books/1274597947m/7011879.jpg,12/16/2021 19:29,NULL,1
7637,Robyn Carr,"Virgin River (Virgin River, #1)",kd,Nah,38400,48000,,4,19555,314,749,3292,7150,8050,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7638,Iain M. Banks,The Algebraist,xh,Nah,42120,52000,,4,14793,185,684,3067,5984,4873,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7639,"José Mauro de Vasconcelos, قاسم صنعوی",درخت زیبای من,kn,Nah,73950,87000,,4,15091,164,392,1644,4516,8375,https://images.gr-assets.com/books/1502523710m/192510.jpg,12/16/2021 19:29,NULL,1
7640,Margaret Atwood,Stone Mattress: Nine Tales,tn,Nah,31680,36000,,4,14352,205,663,3003,6568,3913,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7641,Ivan Doig,The Whistling Season,tn,Nah,28800,32000,,4,13111,133,521,2548,5842,4067,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7642,"Morgan Rhodes, Michelle Rowen","Rebel Spring (Falling Kingdoms, #2)",gd,Nah,82720,94000,,4,20295,155,669,3219,7936,8316,https://images.gr-assets.com/books/1379031383m/16000044.jpg,12/16/2021 19:29,NULL,1
7643,"James Patterson, Marshall Karp","NYPD Red 2 (NYPD Red, #2)",kn,Nah,57340,61000,,4,14204,103,382,2711,6180,4828,https://images.gr-assets.com/books/1373501096m/18170134.jpg,12/16/2021 19:29,NULL,1
7644,James A. Michener,Chesapeake,kd,Nah,60060,66000,,4,16846,113,489,3004,6523,6717,https://images.gr-assets.com/books/1421707536m/12661.jpg,12/16/2021 19:29,NULL,1
7645,Steve Martini,The List,tn,Nah,36000,45000,,4,11850,157,422,2944,4698,3629,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7646,Gloria Levine,Ralph S. Mouse by Beverly Cleary: Teacher Guide (Novel Units),kn,Nah,64600,68000,,4,14513,355,659,3626,4548,5325,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7647,Walter Mosley,"Devil in a Blue Dress (Easy Rawlins, #1)",tn,Nah,34040,37000,,4,14217,134,718,3384,6091,3890,https://images.gr-assets.com/books/1336545202m/37100.jpg,12/16/2021 19:29,NULL,1
7648,"Michael Rosen, Jane Ray",Shakespeare's Romeo and Juliet,kd,Nah,88350,93000,,4,19117,315,836,3940,5827,8199,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7649,Jim Thompson,The Killer Inside Me,tn,Nah,36490,41000,,4,13993,269,834,3139,5584,4167,https://images.gr-assets.com/books/1403187402m/298663.jpg,12/16/2021 19:29,NULL,1
7650,Mary Elizabeth Braddon,Lady Audley's Secret,kn,Nah,37050,39000,,4,15362,425,1186,4318,5587,3846,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7651,"José Saramago, Margaret Jull Costa",All the Names,kn,Nah,33210,41000,,4,12630,202,745,3074,5005,3604,https://images.gr-assets.com/books/1327955213m/2528.jpg,12/16/2021 19:29,NULL,1
7652,Adriana Trigiani,"Lucia, Lucia",vh,Nah,51330,59000,,4,14952,119,649,3786,6155,4243,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7653,Jodi Lynn Anderson,Tiger Lily,kd,Nah,57600,72000,,4,19116,483,1234,3791,6258,7350,https://images.gr-assets.com/books/1329681513m/7514925.jpg,12/16/2021 19:29,NULL,1
7654,"Karen Kingsbury, Gary Smalley","Return (Redemption, #3)",gd,Nah,80840,86000,,4,12329,49,165,1310,3623,7182,https://images.gr-assets.com/books/1406513762m/11430.jpg,12/16/2021 19:29,NULL,1
7655,Philip Pullman,"The Ruby in the Smoke (Sally Lockhart, #1)",vh,Nah,35260,41000,,4,19279,276,1204,5713,7926,4160,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7656,Amanda Foreman,Georgiana: Duchess of Devonshire,vh,Nah,50400,60000,,4,13740,398,964,3569,5032,3777,https://images.gr-assets.com/books/1332041559m/319300.jpg,12/16/2021 19:29,NULL,1
7657,A.C. Gaughen,"Scarlet (Scarlet, #1)",xh,Nah,62370,77000,,4,20503,669,1196,4074,7024,7540,https://images.gr-assets.com/books/1370147602m/11983940.jpg,12/16/2021 19:29,NULL,1
7658,Miranda Kenneally,Stealing Parker,xh,Nah,31280,34000,,4,16789,358,1110,4177,5628,5516,https://images.gr-assets.com/books/1334451985m/12551077.jpg,12/16/2021 19:29,NULL,1
7659,Mary Kay Andrews,The Weekenders,kn,Nah,46800,52000,,4,15018,346,1272,4402,5586,3412,https://images.gr-assets.com/books/1459725725m/26114516.jpg,12/16/2021 19:29,NULL,1
7660,"Bill Willingham, Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti","Fables, Vol. 5: The Mean Seasons",vh,Nah,51870,57000,,4,18221,120,340,2889,7435,7437,https://images.gr-assets.com/books/1327870458m/21330.jpg,12/16/2021 19:29,NULL,1
7661,Machado de Assis,Dom Casmurro,kd,Nah,27900,30000,,4,12196,127,410,1823,3921,5915,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7662,"Robert Shea, Robert Anton Wilson",The Illuminatus! Trilogy,xh,Nah,69600,87000,,4,13144,439,876,2427,3929,5473,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7663,Alexander Gordon Smith,"Lockdown (Escape from Furnace, #1)",kd,Nah,33930,39000,,4,15565,346,734,2651,5128,6706,https://images.gr-assets.com/books/1409279086m/6420846.jpg,12/16/2021 19:29,NULL,1
7664,"Michael Chabon, Jay Ryan",The Final Solution,xh,Nah,36960,44000,,3,13740,282,1965,6003,4240,1250,https://images.gr-assets.com/books/1407709227m/16696.jpg,12/16/2021 19:29,NULL,1
7665,Nancy Thayer,Beachcombers,gd,Nah,60680,74000,,4,13822,190,873,4214,5176,3369,https://images.gr-assets.com/books/1320411983m/7010683.jpg,12/16/2021 19:29,NULL,1
7666,"John Layman, Rob Guillory","Chew, Vol. 2: International Flavor",xh,Nah,62980,67000,,4,13315,256,402,2126,5146,5385,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7667,Poppy Z. Brite,Lost Souls,xh,Nah,68040,84000,,4,14634,548,1055,3173,4517,5341,https://images.gr-assets.com/books/1420793346m/452244.jpg,12/16/2021 19:29,NULL,1
7668,Joseph Conrad,The Secret Agent,kd,Nah,45390,51000,,4,14284,452,1379,4536,5166,2751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7669,Alan W. Watts,The Way of Zen,xh,Nah,40920,44000,,4,11779,83,325,2034,4326,5011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7670,Ramez Naam,"Nexus (Nexus, #1)",kn,Nah,32680,38000,,4,12752,181,531,2242,5246,4552,https://images.gr-assets.com/books/1347149654m/13642710.jpg,12/16/2021 19:29,NULL,1
7671,Kathleen E. Woodiwiss,The Wolf and the Dove,kd,Nah,86130,99000,,4,15105,312,704,2527,4579,6983,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7672,Veronica Roth,"The Traitor (Divergent, #0.4)",vh,Nah,59040,72000,,4,15371,136,538,2745,4878,7074,https://images.gr-assets.com/books/1393687607m/18080923.jpg,12/16/2021 19:29,NULL,1
7673,Colm Tóibín,Nora Webster,gd,Nah,25500,30000,,4,13050,416,1335,3896,5066,2337,https://images.gr-assets.com/books/1451442745m/21412360.jpg,12/16/2021 19:29,NULL,1
7674,Jamie McGuire,"Requiem (Providence, #2)",xh,Nah,40320,48000,,4,17976,193,628,3092,6487,7576,https://images.gr-assets.com/books/1307717182m/11532160.jpg,12/16/2021 19:29,NULL,1
7675,Steve Berry,"The Emperor's Tomb (Cotton Malone, #6)",kn,Nah,41650,49000,,4,14748,123,667,3496,5985,4477,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7676,Lisa Gardner,"Fear Nothing (Detective D.D. Warren, #7)",gd,Nah,58400,73000,,4,14645,139,420,2544,6279,5263,https://images.gr-assets.com/books/1372049470m/18079661.jpg,12/16/2021 19:29,NULL,1
7677,"Dorie Greenspan, Alan    Richardson",Baking: From My Home to Yours,tn,Nah,42750,45000,,4,11686,333,471,1877,3126,5879,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7678,Jane Green,Promises to Keep,tn,Nah,46500,50000,,4,14223,251,841,3929,5474,3728,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7679,Kristen Ashley,"For You (The 'Burg, #1)",kn,Nah,72240,86000,,4,24277,414,793,3414,8756,10900,https://images.gr-assets.com/books/1327337194m/10813480.jpg,12/16/2021 19:29,NULL,1
7680,"Aya Nakahara, Pookie Rolf","Love★Com, Vol. 1",kd,Nah,35340,38000,,4,13994,398,624,2107,3267,7598,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7681,Agatha Christie,"Elephants Can Remember (Hercule Poirot, #37)",kd,Nah,38250,45000,,4,18300,332,1638,6340,6243,3747,https://images.gr-assets.com/books/1309211932m/148584.jpg,12/16/2021 19:29,NULL,1
7682,Belle Aurora,"Friend-Zoned (Friend-Zoned, #1)",kd,Nah,68850,81000,,4,23368,954,1413,4033,7575,9393,https://images.gr-assets.com/books/1369113567m/17948485.jpg,12/16/2021 19:29,NULL,1
7683,"Heidi Murkoff, Sharon Mazel, Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome",What to Expect the First Year (What to Expect),kn,Nah,87120,99000,,4,13247,359,816,3301,4586,4185,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7684,Danielle Steel,The Gift,kn,Nah,77280,84000,,4,13114,218,819,3420,4186,4471,https://images.gr-assets.com/books/1403190508m/59836.jpg,12/16/2021 19:29,NULL,1
7685,Kristin Levine,The Lions of Little Rock,tn,Nah,77900,95000,,4,13692,304,447,1744,4655,6542,https://images.gr-assets.com/books/1442034711m/11699349.jpg,12/16/2021 19:29,NULL,1
7686,Phillip C. McGraw,Self Matters: Creating Your Life from the Inside Out,xh,Nah,43860,51000,,4,9920,516,1037,2877,2790,2700,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7687,Amanda Hocking,"Hollowland (The Hollows, #1)",tn,Nah,72210,83000,,4,17073,416,1057,3458,5910,6232,https://images.gr-assets.com/books/1299468023m/8951449.jpg,12/16/2021 19:29,NULL,1
7688,Hidekaz Himaruya,"Hetalia: Axis Powers, Vol. 1 (Hetalia: Axis Powers, #1)",kd,Nah,76500,90000,,4,12075,317,461,1380,2391,7526,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7689,"Andrew Stanton, Walt Disney Company",Finding Nemo,kd,Nah,26040,31000,,4,12210,102,310,1412,2323,8063,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7690,"Herman Parish, Lynn Sweat",Calling Doctor Amelia Bedelia,vh,Nah,56950,67000,,4,12452,177,404,2059,2849,6963,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
7691,Gail Carriger,"Timeless (Parasol Protectorate, #5)",vh,Nah,69560,74000,,4,21814,100,571,3968,9168,8007,https://images.gr-assets.com/books/1327890901m/11324166.jpg,12/16/2021 19:29,NULL,1
